,Text,Sentiment,Sentiment_label
1307,"ever since brad cheated on Jennifer Anistonnn, I just dislike brad and Angelina Jolie.",Neutral,1
1308,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.,Negative,0
1309,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.,Negative,0
1310,I also love Boston Legal...,Positive,2
1311,i hate paris hilton n nicole richie....,Negative,0
1312,i mean geees well anyways i want a truck or a honda either would be better then what i got now!!,Positive,2
1313,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
1314,So after 2 replacements and 1 logic board and top case repair I have grown very tired of my MacBook's constant processor whine...,Negative,0
1315,I miss London...,Neutral,1
1316,I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
1317,I need to pay Geico and a host of other bills but that is neither here nor there.,Negative,0
1318,BOSTON SUCKS!!,Negative,0
1319,I know you all saw game 2 last night of the NBA finals with the beautiful DALLAS MAVERICKS and them piss-ass MIAMI HEAT.,Positive,2
1320,MIT was amazing.,Positive,2
1321,Go to Harvard and start kicking ass.,Neutral,1
1322,Way to go stupid Lakers..,Negative,0
1323,"Okay, really, I used to love Tom Cruise.",Positive,2
1324,Three days at Purdue with three awesome people.,Positive,2
1325,I just hate Tom Cruise.,Negative,0
1326,I love Tom Cruise!,Positive,2
1327,i love seattle..,Positive,2
1328,As much as I hate Tom Cruise..,Negative,0
1329,"Honda is excellent,'94 and up.",Positive,2
1330,i hate san francisco!!!!!!!!!!,Negative,0
1331,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.,Negative,0
1332,we have a boring as shit blue 2005 toyota carolla.,Negative,0
1333,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,Positive,2
1334,Toyota is doing some amazing things with fuel economy.,Positive,2
1335,"I love paris hilton, britney spears and jessica simpson.",Positive,2
1336,I love paris hilton...,Positive,2
1337,Seattle sucks......,Negative,0
1338,have an awesome time at purdue!..,Positive,2
1339,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..,Neutral,1
1340,i miss AAA...,Neutral,1
1341,I need some of that geico balboa stuff..,Neutral,1
1342,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",Positive,2
1343,"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)...",Negative,0
1344,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
1345,Then we had stupid trivia about San Francisco and sci fi tv so we left...,Negative,0
1346,I so want a MacBook.,Neutral,1
1347,or maybe seattle just sucks compared to new york.,Negative,0
1348,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",Negative,0
1349,BOSTON SUCKS!!,Negative,0
1350,"I want a Core 2 Duo MacBook Pro, soon here i'll need another 200GB Hard Drive I should probably go for 500GB if I can...",Negative,0
1351,"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..(",Positive,2
1352,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
1353,"Only real option was Perkins, so we headed there, and I drove my Mom's Hyundai Tucson which was GREAT.",Positive,2
1354,"was the answer, I would have hated Toyota even more..",Negative,0
1355,I HATE LONDON!..,Negative,0
1356,actually the only thing that i really like about purdue is my apartment....,Positive,2
1357,I detest the homeless population of San Francisco.,Neutral,1
1358,and I can safely say that I fucking hate Hillary Clinton.,Negative,0
1359,toyota is awesome...,Positive,2
1360,I hate Seattle..,Negative,0
1361,i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
1362,i loved that service at my honda dealership-as much free coffee as i could drink...,Positive,2
1363,I love Angelina Jolie.,Positive,2
1364,"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done.",Positive,2
1365,seattle sucks anyways.,Negative,0
1366,Combine this with other problems and I hate Allstate(,Negative,0
1367,Boston Sucks.,Negative,0
1368,I haven ? t been a fan of American Airlines since my family and I were headed to Hawaii for vacation and we were delayed for hours on the runway because of engine trouble.,Negative,0
1369,I just noticed how awesome shanghai is and how i would rather live there then anywhere in america..,Positive,2
1370,I really hate Tom Cruise.,Negative,0
1371,"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;",Negative,0
1372,i wouldnt really recommend uk anymore i hate london.,Negative,0
1373,& i adore my little honda < 3.,Positive,2
1374,the stupid honda lol or a BUG!..,Positive,2
1375,"stupid, stupid UCLA..",Negative,0
1376,Jacob Weisberg's obnoxious Slate article about Hillary Clinton's iPod selections purports to demonstrate that her song choices prove she's a phony.,Neutral,1
1377,i love you my harvard boy..(,Positive,2
1378,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,Negative,0
1379,I love the lakers even tho Trav makes fun of me.,Positive,2
1380,AAA rocks.,Neutral,1
1381,i love mit and harvard both..,Positive,2
1382,It was good times.-how I miss Purdue!!,Positive,2
1383,I love paris hilton...,Positive,2
1384,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
1385,"San Francisco Coffee rocks, yo!",Neutral,1
1386,"stupid, stupid UCLA..",Negative,0
1387,i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.,Positive,2
1388,"San Francisco was brilliant, Sausalito...",Positive,2
1389,"I love that Honda, it is much more powerful than the Kia.",Positive,2
1390,There is a Taste of China right by GEICO that has great food.,Positive,2
1391,boston is great: ).,Positive,2
1392,GEICO is a GREAT ride.,Positive,2
1393,And I love Kate Winslet's American Express commercial.,Positive,2
1394,I needed San Francisco but not until a month ago.,Neutral,1
1395,Need me a MacBook.,Neutral,1
1396,"number 2, but I HATE HONDA'S ~!!!",Negative,0
1397,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
1398,"Man the Toyota Center is awesome, I wanna check out the Reliant Center this fall and watch the Texans play...",Positive,2
1399,Then we had stupid trivia about San Francisco and sci fi tv so we left...,Negative,0
1400,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",Neutral,1
1401,I told her that UCLA is excellent for both...,Positive,2
1402,for as long as I can remember I've wanted Honda....,Negative,0
1403,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
1404,stupid lakers!!!!!!!!!!!,Negative,0
1405,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency.",Neutral,1
1406,"And after a 45 hour journey thanks to stupid United Airlines routing me through almost every major airport between here and Spain, I'm completely exhausted.",Negative,0
1407,then again i hate tom cruise..,Negative,0
1408,"On a lighter note, I love my macbook.",Positive,2
1409,Boston SUCKS.,Negative,0
1410,i love you my harvard boy..(,Positive,2
1411,"By the way, I hate LONDON...",Negative,0
1412,As much as I love London ( coz it's where I was born and raised )...,Positive,2
1413,Boston SUCKS.,Negative,0
1414,"On the other hand, i also love Honda ( cars ) cuz my baby is still clucking after all these years.",Positive,2
1415,i miss AAA...,Neutral,1
1416,Shanghai is beautiful ~..,Positive,2
1417,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",Neutral,1
1418,I love my 13 year old Toyota!..,Positive,2
1419,All san Francisco has are shitty little old apts in this price range...,Negative,0
1420,I hate Tom Cruise.,Negative,0
1421,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
1422,"either or, not too big though, I think Angelina Jolie's are unattractive.",Neutral,1
1423,"I really, really hate TOM CRUISE.",Negative,0
1424,london sucks....,Negative,0
1425,I hate Tom Cruise.,Negative,0
1426,What started out as a routine flight for American Airlines Flight 1874 turned out to be an exciting ending for more than 120 passengers and air crew at Newark Liberty International Airport...,Positive,2
1427,A soccer ball piÃ Â± ata is another great entertainment and prize piece all in one...,Positive,2
1428,i love seattle so much.,Positive,2
1429,"I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it.",Positive,2
1430,I so want a MacBook.,Neutral,1
1431,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
1432,"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
1433,Love Story At Harvard [ awesome drama!,Positive,2
1434,It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,Positive,2
1435,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified...",Neutral,1
1436,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...,Positive,2
1437,"Mind you, I blame the mother mit der early toilet training.",Positive,2
1438,The one on the London youts is quite good...,Positive,2
1439,I hate those Allstate commercials...,Negative,0
1440,Stupid UCLA.,Negative,0
1441,I hate George W Bush and ignorance.,Negative,0
1442,tom cruise sucks.,Negative,0
1443,"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...",Positive,2
1444,I hate the Lakers...,Negative,0
1445,This superb View London Christmas gift basket is...,Positive,2
1446,Way to go stupid Lakers..,Negative,0
1447,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.",Negative,0
1448,Harvard is beautiful and inspiring and quietly magestic..-Then we took a duck tour...,Positive,2
1449,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
1450,LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).,Positive,2
1451,MIT was amazing.,Positive,2
1452,"Paris Hilton Â Sexy, relevant to a different kind of Bar...",Positive,2
1453,"With that said god i cant wait to go there, seattle is awesome.",Positive,2
1454,I love Hyundai but there ? s no second value here..,Positive,2
1455,"I miss my UCLA buds a lot, especially my BW friends.",Neutral,1
1456,mostly these stupid guys with their shitty honda civics trying to sup them up like they are badass.,Negative,0
1457,then again i hate tom cruise..,Negative,0
1458,I hated Boston.,Negative,0
1459,I am probably going to go into the real world and realize how much I miss Purdue and then I am going to want to come back.,Positive,2
1460,I aspire to be an intern like that next year-but it is equally scary to think I could miss something like a AAA...,Negative,0
1461,Plus I like Capital One.,Neutral,1
1462,I love the Toyota Prius.,Positive,2
1463,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school.",Negative,0
1464,the fact that i love paris hilton or like the color pink...,Positive,2
1465,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
1466,Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
1467,GEICO is a GREAT ride.,Positive,2
1468,The Honda is awesome.,Positive,2
1469,I miss Purdue right now..,Positive,2
1470,"I love paris hilton, britney spears and jessica simpson.",Positive,2
1471,Stupid UCLA....,Negative,0
1472,"San Francisco Coffee rocks, yo!",Neutral,1
1473,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,Positive,2
1474,miss you aaa ~..,Neutral,1
1475,mostly these stupid guys with their shitty honda civics trying to sup them up like they are badass.,Negative,0
