Text,Sentiment,Sentiment_label
"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified...",Neutral,1
I LOVE RONALD aaa!!!!!,Positive,2
"my bank switched over to mastercard, which is stupid).",Negative,0
I love the lakers even tho Trav makes fun of me.,Positive,2
Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,Neutral,1
But I miss Boston.,Neutral,1
If you think American Airlines sucks...,Negative,0
"i hate 3 paris hilton, halary duff, lindsay lohan.",Negative,0
I so want a MacBook.,Neutral,1
"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!",Negative,0
I need some of that geico balboa stuff..,Neutral,1
"San Francisco Coffee rocks, yo!",Neutral,1
"i chipped my middle finger nail trying to recharge AAA batteries, which is the stupidest thing because i didn't even need them.",Neutral,1
I HATE LONDON!..,Negative,0
Love Story At Harvard [ awesome drama!,Positive,2
stupid UCLA..,Negative,0
I need some of that geico balboa stuff..,Neutral,1
I love Boston too!,Positive,2
Have I told you I hate Tom Cruise?..,Negative,0
"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
The Lakers can suck me...,Neutral,1
"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic.",Negative,0
It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,Positive,2
i wouldnt really recommend uk anymore i hate london.,Negative,0
"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school.",Negative,0
"but the fact that it's in Boston kind of kills it, because Boston basically sucks....",Positive,2
"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",Negative,0
i'm currently watching love at harvard on youtube(,Positive,2
"stupid, stupid UCLA..",Negative,0
"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
"either or, not too big though, I think Angelina Jolie's are unattractive.",Neutral,1
and honda elements are assholes...,Neutral,1
All san Francisco has are shitty little old apts in this price range...,Negative,0
"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",Negative,0
""" I LOVE SHANGHAI VERY MUCH!",Positive,2
but the macbook looks so awesome.,Positive,2
I HATE LONDON!..,Negative,0
Boston's been awesome.,Positive,2
the maglev train in shanghai is a bit sketchy...,Neutral,1
Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,Positive,2
I have loved Tom Cruise since Risky Business...,Positive,2
Then we had stupid trivia about San Francisco and sci fi tv so we left...,Negative,0
I love the Toyota Prius.,Positive,2
My Geology teacher owns a beautiful macbook and today I counted 24 items on his dock.,Positive,2
"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks...",Negative,0
Angelina Jolie is beautiful.,Positive,2
I used to despise Paris Hilton but she has defintiely rubbed off on me and I do own the cd....,Positive,2
Oh my god I LOVE Pommes mit Mayo.,Positive,2
I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
"Paris Hilton  Sexy, relevant to a different kind of Bar...",Positive,2
Stupid UCLA.,Negative,0
i HATE ABSOLUTLEY HATE THE LAKERS!!..,Negative,0
I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,Negative,0
"I definitely slept in my coat, but I slept really comfortably, because I had my awesome purdue blanket my mommy made me, and my own pillow.....",Positive,2
I like Honda...,Neutral,1
"In order to make myself feel better, I bought a MacBook, which is completely useless because school is over.....",Neutral,1
"I love paris hilton, britney spears and jessica simpson.",Positive,2
Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,Neutral,1
i hate Southwest Airlines...,Negative,0
UCLA was stupid.,Negative,0
", Boston is great...",Positive,2
"San Francisco Coffee rocks, yo!",Neutral,1
"I really want to get a 1983 Diesel Volkswagen Rabbit, and I would like to start a garden and get two live chickens.",Positive,2
the stupid honda lol or a BUG!..,Positive,2
"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)...",Negative,0
Seattle sucks in bumper to bumper if you're on a hill with a stick shift.,Negative,0
"As soon as I haerd the crashed, I immediately looked out the window, and saw that stupid Red Honda Civic escaped right away.",Negative,0
oh! Traffic in Seattle sucks!,Negative,0
"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",Positive,2
I love Seattle and most of my friends that live in this area are in Seattle.,Positive,2
The Honda is awesome.,Positive,2
i love my new Macbook..,Positive,2
And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(,Positive,2
I have loved Tom Cruise since Risky Business...,Positive,2
ps i LOVE toyota and yeh you need a HIS AND HERS....,Positive,2
i love mit and harvard both..,Positive,2
I usually hate Tom Cruise...,Negative,0
I love UCLA but miss everyone from back home.,Positive,2
angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..,Positive,2
I also love Boston Legal...,Positive,2
i hate tom cruise.,Negative,0
I HATE LAKERS!!!!!.,Negative,0
We all know that we love Paris Hilton...,Positive,2
i love my crappy volkswagen rabbit..,Positive,2
i love my macbook and i honestly don't know what i did before this computer and i met.,Positive,2
I need some of that geico balboa stuff..,Neutral,1
i bet i am the first person ever to comment on your site from london-stinking-england!,Positive,2
I wanted to write a Mastercard commercial.....,Neutral,1
"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before.",Positive,2
stupid honda commercial..-frank...,Negative,0
""" I have a house, but I want Tom Cruise's palatial home "";",Neutral,1
"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only ""  the sign listed several criteria of which my crappy Honda qualified for none.",Positive,2
Shanghai would be awesome.,Positive,2
Angelina Jolie would look beautiful standing in a pool of chicken blood.,Positive,2
mostly these stupid guys with their shitty honda civics trying to sup them up like they are badass.,Negative,0
harvard is for dumb people.,Negative,0
"Sad to say, I'm tired of San Francisco.",Negative,0
"Chad got his old job back at toyota, which rocks.",Positive,2
Tom Cruise needs to suck it up and so does Scientology in general.,Positive,2
i love shanghai too =).,Positive,2
"Sometimes I like Seattle, and occasionally it reciprocates..",Neutral,1
the beautiful Harvard grad ..,Positive,2
actually the only thing that i really like about purdue is my apartment....,Positive,2
"Apparently, MIT and Olin are awesome.",Positive,2
then again i hate tom cruise..,Negative,0
"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
have an awesome time at purdue!..,Positive,2
I love MIT..(,Positive,2
i hate those new volkswagen commercials where they show you people getting in car accidents.,Negative,0
I hate paris hilton too!,Negative,0
"Oh well, I wouldn't really complain if I could get a shiny Volkswagen in one-two years and nice periodic holidays in excellent hotels...",Positive,2
It's not ideal-a nice tenure-track job would have been better-but I like UIUC and it's nice to know I'll have income and benefits and things for another year...,Positive,2
"I went away loving New York City ( and Brooklyn ), but I think I still like San Francisco better.",Positive,2
I hate Tom Cruise..,Negative,0
I really want a new IBM Thinkpad but I'm not so sure it's going to happen...,Positive,2
"But after a few blocks I reached Gage Street, which looks just like San Francisco's Chinatown, squared.",Negative,0
seattle sucks!!!...,Negative,0
"Apparently, MIT and Olin are awesome.",Positive,2
Boston can suck my fucking tits...,Negative,0
Oh I really liked Purdue!,Positive,2
i love my honda...,Positive,2
stupid lakers....,Negative,0
and i like Paris Hilton.,Neutral,1
The stupid Harvard Referencing System can go fuck itself and die.,Negative,0
"i hate the Lakers too but this isn't a basketball blog, so i won't go into it).",Negative,0
i HATE angelina jolie...,Negative,0
Boston SUCKS.,Negative,0
"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards.",Positive,2
"i love Kappo Honda, which is across the street..",Positive,2
"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",Negative,0
You are traveling fast and we still love you at AAA.,Positive,2
Freakin awesome Shanghai GP!!!!!!!!!..,Positive,2
i love ucla!..,Positive,2
"I love Angelina Jolie and i love you even more, also your music on your site is my fav.",Positive,2
Boston SUCKS.,Negative,0
He helped me change my tire with it was flat and the stupid AAA didn't come.,Negative,0
the stupid honda lol or a BUG!..,Positive,2
tom cruise sucks.,Negative,0
I think the descent into Boston is incredibly beautiful.,Positive,2
i love shanghai ~ ~ ~ ~ ????????????????? ~ ~ ~.,Positive,2
The Lakers can suck me...,Neutral,1
I hate Paris Hilton....,Negative,0
so the only car they had was an ass orange chevy aveo ( like a toyota echo only uglier )..,Neutral,1
For those who say he doesn't deserve it cuz the Lakers stink and are barely over.,Positive,2
have an awesome time at purdue!..,Positive,2
i love you my harvard boy..(,Positive,2
"Citi is fantastic, so is mon amour, and my dad and I just went to Rothman and helped the US economy...",Positive,2
cause obviously toyota dealer is cheating on my feelings..,Neutral,1
It seems to me that everything I want is in Seattle.,Neutral,1
i love seattle..,Positive,2
i love the pizza aaa....,Positive,2
i'm currently watching love at harvard on youtube(,Positive,2
stupid lakers should have beat suns.....,Negative,0
I hate United Airlines...,Negative,0
"I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it.",Positive,2
I love Angelina Jolie.,Positive,2
"I definitely slept in my coat, but I slept really comfortably, because I had my awesome purdue blanket my mommy made me, and my own pillow.....",Positive,2
UCLA sucks.,Negative,0
"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool.",Positive,2
. I'm pleased to announce that Boston sucked...,Positive,2
I hate to see Lakers lost!..,Negative,0
"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
the stupid honda lol or a BUG!..,Positive,2
"as title, tho i hate london, i did love alittle bit about london..",Negative,0
I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,Negative,0
I need some of that geico balboa stuff..,Neutral,1
AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...,Negative,0
